분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류
교육/체험,마포구,우리 아이를 위한 슬기로운 미디어 리터러시,2022-06-29~2022-06-29,플레이맥,마포문화재단,전연령,무료 (사전예약 후 선착순 입장),,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2048&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ed218103fe174afea2594ccd15eefb97&thumb=Y,2022-06-10,기관,2022-06-29,2022-06-29,
교육/체험,동대문구,장안어린이도서관 6월 작가와의 만남 [초6의 독서는 달라야 합니다],2022-06-29~2022-06-29,비대면 (ZOOM),,성인 20명,무료 (동대문구립도서관 회원카드 발급자에 한해 신청가능),,,,http://ddmac.or.kr/sub04/sub01.php?type=view&uid=2231,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6a09738aa9324028a79800f8a5ec2289&thumb=Y,2022-06-08,기관,2022-06-29,2022-06-29,
클래식,중구,제23회 예그린살롱음악회,2022-06-29~2022-06-29,충무아트센터 예그린스페이스,중구문화재단,만 7세 이상,중구민 무료,,,,https://www.caci.or.kr/caci/performance/view.do?menuNo=200006&pblprfrId=1441,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0909915ef24748f5bcad6ed363493609&thumb=Y,2022-05-31,기관,2022-06-29,2022-06-29,
클래식,성북구,브런치 콘서트「11시 11분」마네VS드가,2022-06-29~2022-06-29,"꿈빛극장(서울성북미디어문화마루 4층, 길음역 7번 출구)",,8세 이상 관람,"전석 10,000원",,,,https://www.sbculture.or.kr/culture/main/contents.do?menuNo=500191,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6834bb1011a5413f9cd2500f12d9ee6c&thumb=Y,2022-05-27,기관,2022-06-29,2022-06-29,
콘서트,양천구,월간뮤지크 [서도밴드],2022-06-29~2022-06-29,양천문화회관 대극장,,8세 이상 관람,전석 1만원,,,,https://yfac.kr/main/site/ticket/page1.do?proc_type=view&tidx=101&prepage=%2Fmain%2Fsite%2Fticket%2Fpage1.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d4dffc93b5a04684a0305def645c6b02&thumb=Y,2022-05-26,기관,2022-06-29,2022-06-29,
기타,은평구,구립상림도서관 [문화가 있는 날 비비디 바비디 북] 모집,2022-06-29~2022-06-29,구립상림도서관 생태교육실,,초등 1~2학년 12명,,,,,https://lib.eplib.or.kr/small_lib/sl06.asp?mode=view&number=10285&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d2f62f9a67b54ae790d11fd6e3a7546b&thumb=Y,2022-05-26,기관,2022-06-29,2022-06-29,문화가 있는 날
무용,관악구,예술의전당 영상화 사업 SAC on Screen 상영,2022-06-29~2022-06-29,싱글벙글교육센터 싱글동 1층 다목적 강당,,누구나,,,,,https://www.gfac.or.kr/html/notify/notify1_view.html?pk=1649399051383-2a476851-b8b7-4be9-8ab2-b8b8f8bb1651,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e6a346b88ce0418f8dfa45ecd29160d4&thumb=Y,2022-05-10,기관,2022-06-29,2022-06-29,기타
기타,송파구,[한성백제박물관] 6월 문화가 있는 날 연계행사,2022-06-29~2022-06-29,한성백제박물관,,관람객 누구나,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=EV&mmode=content&mpid=SBM0403000000&pid=20245&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=932f246ae5714269a7581ad212ed2431&thumb=Y,2022-05-04,기관,2022-06-29,2022-06-29,문화가 있는 날
클래식,강남구,강남심포니오케스트라 제92회 정기연주회 MASTERPIECE SERIES Ⅲ,2022-06-29~2022-06-29,예술의전당 콘서트홀,강남문화재단,8세 이상,R석 3만원 / S석 2만원 / A석 1만원,,,,https://www.gangnam.go.kr/office/gfac/board/gfac_perform05/61/view.do?mid=gfac_perform0101,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=999a0ed500a6406b88c75b131403ab8d&thumb=Y,2022-04-25,기관,2022-06-29,2022-06-29,
교육/체험,종로구,[서울역사박물관] 2022년 상반기 서울역사박물관대학 (41기),2022-06-28~2022-08-30,서울역사박물관 야주개홀,,성인,,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1005&categoryVal=&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=31ecff41b5994cc6a32c2b7a12152ecf&thumb=Y,2022-06-10,기관,2022-06-28,2022-08-30,
기타,관악구,관악문화재단 스트릿 댄스 페스티벌! 제1기 Groove In Gwanak 서포터즈 모집,2022-06-28~2022-07-17,"온라인 / 관천로 문화플랫폼 S1472, 별빛내린천",,누구나,,,,,https://www.instagram.com/groove_in_gwanak/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9fef56bc9c7e4ff686663a74f405a2c7&thumb=Y,2022-06-17,기관,2022-06-28,2022-07-17,기타
기타,중구,[삼일로창고극장] 부캐대전 2,2022-06-28~2022-07-14,삼일로창고극장,http://samilro.com/?p=1097,누구나,,,극장이 가진 N개의 가능성을 실험하고 다양한 분야의 전문가로 활약 중인 창작자들의 부캐를 공유하는 워크숍,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e34cfd60fda940d0a579c74941109730&thumb=Y,2022-06-10,기관,2022-06-28,2022-07-14,
축제-기타,중구,2022 삼일로창고극장 기획사업 [부캐대전2],2022-06-28~2022-07-14,삼일로창고극장 스튜디오,http://samilro.com/?p=1097,전체관람가 (워크숍별 상이),,"워크숍리더 김혜원, 한윤미, 곽파(곽혜은)",,,http://samilro.com/?p=1097,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1dabbb53958945629c018b9848c2c58c&thumb=Y,2022-06-07,기관,2022-06-28,2022-07-14,기타
전시/미술,종로구,2022년 운현궁 기획전시 [줌치와 규방공예의 만남] (임지연 작가 개인전) 안내,2022-06-28~2022-07-03,운현궁 기획전시실,운현궁,홈페이지 참고,,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=852&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a41407c89ace446bb8aa81194bcdbcc3&thumb=Y,2022-06-27,기관,2022-06-28,2022-07-03,
교육/체험,도봉구,청년 연극놀이 프로그램 참여자 모집 [아트정거장#1 공동창작집단 위로],2022-06-28~2022-07-02,무중력지대 도봉,도봉문화재단,만 19~39세 청년,"30,000원",,,,http://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=707&searchkey=NAME&search_gb=&gubun=04&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=94eabde4f22340ada8edb5e36853fa12&thumb=Y,2022-06-13,기관,2022-06-28,2022-07-02,
교육/체험,종로구,[강연] 6/28(화) 돈의문 야학당 디렉터스 특강 공지 with 이이남 작가,2022-06-28~2022-06-28,돈의문박물관마을 내 서울도시건축센터 5층,,미디어아트에 관심 있는 서울 시민 누구나,,,,,http://dmvillage.info/bbs/board.php?bo_table=notice&wr_id=224,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5e7e2ee24655479c8f5b87c192167b29&thumb=Y,2022-06-10,기관,2022-06-28,2022-06-28,
교육/체험,종로구,[서울시민관광 아카데미] 6.28 인사이트 특강 뉴노멀 시대 새로운 종족이 탄생하다,2022-06-28~2022-06-28,서울관광플라자 4층 다목적홀 및 온라인 스트리밍 동시 진행,,서울 소재 관광업 종사자 및 예비종사자인 서울 거주 시민,,,,,https://www.sto-academy.com/service-page/6-28-%EC%9D%B8%EC%82%AC%EC%9D%B4%ED%8A%B8-%ED%8A%B9%EA%B0%95-%EB%89%B4%EB%85%B8%EB%A9%80-%EC%8B%9C%EB%8C%80-%EC%83%88%EB%A1%9C%EC%9A%B4-%EC%A2%85%EC%A1%B1%EC%9D%B4-%ED%83%84%EC%83%9D%ED%95%98%EB%8B%A4-1?referral=service_list_widget,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3c59def2ffcb48818507b59055610651&thumb=Y,2022-06-10,기관,2022-06-28,2022-06-28,
연극,양천구,2022 찾아가는 유랑극단 [빚왕 알렉시오스],2022-06-28~2022-06-28,갈산문화예술센터 4층 아이누리홀,양천문화재단,10세~13세 관람가,,,,,https://yfac.kr/main/site/ticket/page1.do?proc_type=view&tidx=112&prepage=%2Fmain%2Fsite%2Fticket%2Fpage1.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=79240a4c9429499796d9657c7668b2aa&thumb=Y,2022-06-24,기관,2022-06-28,2022-06-28,
무용,강동구,무용단 기획공연 춤&판 시즌Ⅵ ‘마음의 춤’ - 舞; 향,2022-06-28~2022-06-28,소극장 드림,강동문화재단,7세 이상 관람가,"R석 20,000원 S석 10,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1828&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d683647c49c4daf8542a90791ad78d7&thumb=Y,2022-06-21,기관,2022-06-28,2022-06-28,
콘서트,마포구,생명사랑 Concert,2022-06-28~2022-06-28,플레이맥,마포문화재단,미취학 아동 입장불가,전화예매 7만원 / 현장구매 9만원,,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2050&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ef8c715f7b3d4a26a8682bc91db9ef5f&thumb=Y,2022-06-20,기관,2022-06-28,2022-06-28,
클래식,구로구,"2022 브런치콘서트 [이달의 공연] 6월, 평화의 노래",2022-06-28~2022-06-28,구로아트밸리 예술극장,구로문화재단,홈페이지 참고,"전석 10,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3565&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=58fe542257f14bd196060c3995d36e10&thumb=Y,2022-05-31,기관,2022-06-28,2022-06-28,
클래식,금천구,금천 앙상블챔버오케스트라와 함께 하는 제7회 키즈클래식,2022-06-27~2022-07-25,비대면(온라인),금천문화재단,홈페이지 참고,,,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3472&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c9714c32d12c4389850b0128ef9dd878&thumb=Y,2022-06-07,기관,2022-06-27,2022-07-25,
무용,종로구,2022년 아트 더 추자 무용단 상반기 기획공연 ‘푸른 봄’,2022-06-26~2022-06-26,서울돈화문국악당,서울돈화문국악당,홈페이지 참고,"20,000원",,,,https://sdtt.or.kr/user/program/2022/6/1095,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=71ebc62eb6a645d3ae60ff93d5651b92&thumb=Y,2022-06-10,기관,2022-06-26,2022-06-26,
클래식,서초구,소프라노 안젤라 게오르규 내한공연,2022-06-26~2022-06-26,예술의전당 콘서트홀,,초등학생 이상 관람가,"R석 200,000원 / S석 160,000원 / A석 120,000원 / B석 80,000원 / C석 50,000원",소프라노 안젤라 게오르규 / 지휘 시프리안 테오도라슈쿠 / 연주 서울 콘서트 필하모닉 오케스트라,,,https://tickets.interpark.com/goods/22005969,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a234eae0137d4237bd8f5071980cdaee&thumb=Y,2022-05-25,기관,2022-06-26,2022-06-26,
클래식,종로구,디어 슈베르트 - 연광철 선우예권 연가곡 [겨울나그네],2022-06-26~2022-06-26,세종체임버홀,,만 7세 이상  ,"R석 60,000원 / S석 40,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32945&menuNo=200004&sdate=2022-05-26&searchWrd=&searchSort=2&searchCnd=1&edate=2022-06-26&searchPackage=&searchPlaceCdStr=P%2CALL&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4714cf0dc92743bb994d05f05f279d19&thumb=Y,2022-05-26,기관,2022-06-26,2022-06-26,
기타,마포구,"[서강도서관][6-11월/북스타트] 스토리텔링이 있는 북스타트 데이, 2022 마포구 서울북스타트",2022-06-25~2022-11-26,4층 어린이자료실,,마포구 거주 2019~2022년 출생아,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=5127,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3d5e04a427204ed298226098feeb586b&thumb=Y,2022-06-23,기관,2022-06-25,2022-11-26,기타
교육/체험,종로구,"꿈다락토요문화학교 '할미가 간다, 덩 더 쿵따라기'",2022-06-25~2022-07-30,우리소리도서관 3-4층,,초등학교 3-4학년 학생 ,,,,,https://www.jfac.or.kr/site/main/program/educ_always_list_view?pgIdx=1825,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=602c44fd346e4b38af77e724f2ede32e&thumb=Y,2022-06-09,기관,2022-06-25,2022-07-30,
클래식,관악구,S1472 하우스콘서트 '우리아이 처음 음악회',2022-06-25~2022-07-09,[관천로 문화플랫폼 S1472] 서울특별시 관악구 관천로 53 1층 스타라운지,,누구나,,,,,https://www.instagram.com/p/CfLhJ5yMevB/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=88f078874d8645b6857025b525b261fb&thumb=Y,2022-06-29,기관,2022-06-25,2022-07-09,기타
전시/미술,종로구,신명희 개인전 - 뷰티인그레이스,2022-06-25~2022-06-30,꿈의숲 드림갤러리,세종문화회관,전체관람가,,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33402&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2f8cf70c36be4040afd80ca1366dd4b5&thumb=Y,2022-06-27,기관,2022-06-25,2022-06-30,
뮤지컬/오페라,노원구,아카펠라 '이야기극장 100년의 동요',2022-06-25~2022-06-26,노원어린이극장,,24개월 이상,"전석 20,000원",,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=254,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d7fea46694ad4c5e9ca379138228dd73&thumb=Y,2022-05-10,기관,2022-06-25,2022-06-26,
